Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16145.5593,NA,21.89520000000000,24.76580000000000,18.31530000000000,41.37420000000000,42.9816,16141.1467,22.7279,4.4126,18.3153,22.5466,23.2402,6.0052,17.2350,-2.9968,16141.1467,NA,45.0328,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16168.1157,NA,22.55640000000000,21.74590000000000,20.52150000000000,42.10140000000001,42.1711,16163.8746,24.7626,4.2411,20.5215,23.0589,23.2836,5.9930,17.2906,0.9820,16163.8746,NA,42.7737,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16192.9352,NA,24.81950000000000,23.42500000000000,17.45330000000000,40.69590000000000,40.7766,16188.6372,21.7513,4.2980,17.4533,21.5799,23.4140,5.9734,17.4406,1.3376,16188.6372,NA,46.2036,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16215.0131,NA,22.07790000000000,24.85040000000000,18.79970000000000,41.91180000000000,43.5491,16210.3885,23.4243,4.6246,18.7997,23.2426,23.2938,6.0566,17.2372,-3.0991,16210.3885,NA,44.0486,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16237.9536,NA,22.94050000000000,21.73870000000000,20.70860000000000,42.30510000000000,42.3473,16233.8128,24.8494,4.1408,20.7086,23.1121,23.3338,6.0256,17.3082,1.6856,16233.8128,NA,44.7951,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16263.2740,NA,25.32040000000000,23.49170000000000,17.14760000000000,40.47750000000000,40.5186,16258.6622,21.7594,4.6118,17.1476,21.5965,23.4928,6.1234,17.3694,1.3577,16258.6622,NA,47.2267,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16285.1149,NA,21.84090000000000,25.09620000000000,18.83650000000000,42.07810000000000,43.7739,16280.4216,23.5298,4.6933,18.8365,23.3299,23.4415,6.1666,17.2749,-3.3368,16280.4216,NA,NA,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16308.8030,NA,23.68810000000000,21.41880000000000,20.18360000000000,41.45450000000000,41.5046,16303.9514,25.0352,4.8516,20.1836,23.2416,23.0645,5.7318,17.3327,2.1110,16303.9514,NA,NA,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16333.9990,NA,25.19600000000000,22.96400000000000,16.53400000000000,39.18500000000000,39.2726,16328.9866,21.5464,5.0124,16.5340,21.2709,22.9265,5.6827,17.2438,2.0712,16328.9866,NA,44.7657,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16355.8412,NA,21.84220000000000,24.69910000000000,17.60480000000000,40.47030000000000,42.1295,16350.5330,22.9130,5.3082,17.6048,22.6510,23.1275,6.1914,16.9361,-3.1527,16350.5330,NA,48.4062,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16378.2339,NA,22.39270000000000,21.85670000000000,19.90490000000000,41.49390000000000,41.5935,16373.4460,24.6928,4.7879,19.9049,22.8655,23.4163,6.1585,17.2578,1.0563,16373.4460,NA,NA,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16402.7732,NA,24.53930000000000,22.42150000000000,17.15290000000000,39.46720000000001,39.4757,16398.1388,21.7873,4.6344,17.1529,21.5890,22.5126,5.7406,16.7720,2.2713,16398.1388,NA,59.7104,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16423.3475,NA,20.57430000000000,24.44500000000000,19.00850000000000,41.73250000000000,43.3464,16419.9261,22.4299,3.4214,19.0085,22.3143,22.8396,5.7418,17.0978,-2.6577,16419.9261,NA,45.1827,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16445.7210,NA,22.37350000000000,21.64630000000000,21.07350000000000,42.56860000000000,42.6192,16442.3560,24.4385,3.3650,21.0735,22.7240,23.2096,5.7758,17.4338,0.7836,16442.3560,NA,43.8347,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16469.9553,NA,24.23430000000000,23.06690000000000,18.49070000000000,41.40480000000000,41.4518,16466.7945,21.6515,3.1608,18.4907,21.4951,23.0705,5.7243,17.3462,1.3716,16466.7945,NA,45.9032,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16491.8562,NA,21.90090000000000,24.91410000000000,19.69610000000000,42.77660000000000,44.4650,16488.4460,23.1063,3.4102,19.6961,22.9141,23.2727,5.8203,17.4524,-3.2626,16488.4460,NA,50.8125,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16514.7600,NA,22.90380000000000,21.67780000000000,21.69640000000000,43.19910000000000,43.2390,16511.5523,24.9041,3.2077,21.6964,23.0805,23.3263,5.7391,17.5872,1.4285,16511.5523,NA,NA,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16539.8417,NA,25.08170000000000,22.58050000000000,18.25470000000000,40.72550000000000,40.7378,16536.4564,21.6400,3.3853,18.2547,21.5027,22.6081,5.3921,17.2160,2.3236,16536.4564,NA,43.0680,NA
BioshockHD.exe,18704,0xB251BA8,DXGI,0,0,1,Hardware Composed: Independent Flip,16561.2003,NA,21.35860000000000,23.90070000000000,19.47810000000000,41.67720000000000,43.2799,16558.0964,22.5820,3.1039,19.4781,22.4708,22.3103,6.3636,15.9467,-2.2607,16558.0964,NA,45.9685,NA
