Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5940.6019,22.4593,22.2033,0.2560,16.0126,22.0796,22.0652,0.0144,38.2666,11.2485,-10.5700,5940.6019,0.1744,34.8325,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5963.0612,0.3031,0.1528,0.1503,15.6329,0.1175,0.1159,0.0016,27.0558,11.6151,11.2108,5963.0612,11.3054,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5963.3643,22.5695,22.3249,0.2446,15.4473,22.5709,22.5546,0.0163,38.3678,11.0882,-11.3120,5963.3643,0.3496,34.7005,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5985.9338,0.3397,0.1586,0.1811,15.4487,0.1103,0.1088,0.0015,26.8865,11.8307,11.4813,5985.9338,11.3275,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,5986.2735,23.9554,23.6601,0.2953,15.2193,23.0603,22.5540,0.5063,38.3775,11.3062,-11.4910,5986.2735,0.0979,34.6133,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6010.2289,0.3262,0.1689,0.1573,14.3242,0.1367,0.1351,0.0016,25.7283,11.4047,12.6492,6010.2289,11.2674,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6010.5551,20.3550,20.1121,0.2429,14.1347,22.6711,22.6601,0.0110,36.8068,11.4855,-11.0785,6010.5551,0.0010,35.3222,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6030.9101,0.3648,0.1547,0.2101,16.4508,0.2411,0.2389,0.0022,27.9373,11.2470,8.8695,6030.9101,11.2454,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6031.2749,24.0834,23.8046,0.2788,16.3271,22.4911,22.4791,0.0120,38.8195,11.3797,-10.8822,6031.2749,0.0013,36.0636,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6055.3583,0.2969,0.1482,0.1487,14.7348,0.1124,0.1107,0.0017,26.1158,11.7529,12.7037,6055.3583,11.2686,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6055.6552,21.5138,21.2668,0.2470,14.5503,23.0209,23.0096,0.0113,37.5718,11.3027,-11.4560,6055.6552,0.0006,36.1854,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6077.1690,0.3040,0.1511,0.1529,16.0574,0.1062,0.1046,0.0016,27.3607,11.5959,10.2111,6077.1690,11.1971,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6077.4730,22.2321,21.9942,0.2379,15.8596,22.7925,22.7807,0.0118,38.6526,11.5495,-11.2919,6077.4730,0.0005,37.0942,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6099.7051,0.3685,0.2039,0.1646,16.4200,0.1106,0.1090,0.0016,27.9700,19.0553,10.6826,6099.7051,11.4394,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6100.0736,30.3856,30.1245,0.2611,16.1621,30.4942,25.7952,4.6990,46.6568,11.5759,-18.6868,6100.0736,0.0005,22.6909,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6130.4592,0.3104,0.1537,0.1567,16.2707,0.1388,0.1365,0.0023,27.8471,11.4037,18.8097,6130.4592,11.4376,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6130.7696,14.9813,14.7503,0.2310,16.0991,22.8409,22.8331,0.0078,38.9404,12.6112,-11.0933,6130.7696,0.0004,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6145.7509,0.3352,0.1572,0.1780,23.9587,0.1165,0.1143,0.0022,36.5703,10.8404,2.3701,6145.7509,12.4951,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6146.0861,21.9043,21.6582,0.2461,23.7400,23.3345,23.3248,0.0097,47.0755,12.6705,-10.5052,6146.0861,0.0010,46.1240,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6167.9904,0.3315,0.1730,0.1585,25.1702,0.1551,0.1514,0.0037,37.8417,10.1761,9.2338,6167.9904,12.5164,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6168.3219,24.4535,24.1927,0.2608,24.9938,22.6922,22.6882,0.0040,47.6863,12.7252,-9.8446,6168.3219,0.0003,47.9742,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6192.7754,0.6147,0.1746,0.4401,23.2325,0.1488,0.1468,0.0020,35.9580,13.2733,11.7283,6192.7754,12.5767,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6193.3901,24.8232,24.5083,0.3149,22.7666,25.8487,25.8397,0.0090,48.6166,12.5894,-12.6586,6193.3901,0.0013,24.9748,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6218.2133,0.4058,0.2096,0.1962,23.7921,0.1383,0.1348,0.0035,36.3828,10.4104,12.2338,6218.2133,12.4524,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6218.6191,23.6790,23.1419,0.5371,23.5246,22.8618,22.8546,0.0072,46.3874,13.4226,-10.0046,6218.6191,0.0010,28.9671,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6242.2981,0.6154,0.2884,0.3270,22.7074,0.1707,0.1675,0.0032,36.1310,10.0432,10.2564,6242.2981,13.2529,NA,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6242.9135,24.5015,24.1223,0.3792,22.2627,23.2949,23.2855,0.0094,45.5588,11.6857,-9.4278,6242.9135,0.0012,34.4271,NA
SandFall-Win64-Shipping.exe,27068,0x1FE3BB43140,DXGI,0,512,1,Hardware: Independent Flip,6267.4150,0.3855,0.2027,0.1828,21.0561,0.1483,0.1452,0.0031,32.7430,12.3784,12.8158,6267.4150,11.5386,NA,NA
