Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25417.8462,37.5931,37.3320,0.2611,32.5753,32.7103,32.7031,0.0072,66.3050,15.6468,-15.8024,25417.8462,1.0194,82.3373,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25455.4393,0.3103,0.1605,0.1498,27.6925,0.1952,0.1934,0.0018,44.3587,17.6069,21.9463,25455.4393,16.4710,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25455.7496,36.7953,36.5370,0.2583,27.5774,32.6240,32.6164,0.0076,61.6553,15.2294,-17.2966,25455.7496,1.4539,69.5024,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25492.5449,0.3046,0.1532,0.1514,23.4061,0.1817,0.1767,0.0050,40.0894,17.0197,21.5659,25492.5449,16.5016,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25492.8495,25.1418,24.8838,0.2580,23.2832,33.0388,33.0296,0.0092,56.8045,16.2643,-16.7151,25492.8495,0.4825,70.9968,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25517.9913,0.3052,0.1544,0.1508,31.1802,0.2155,0.2137,0.0018,47.9270,16.4834,8.8775,25517.9913,16.5313,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25518.2965,37.9692,37.6774,0.2918,31.0905,33.0139,33.0036,0.0103,64.1052,17.4005,-16.1782,25518.2965,0.0008,72.9850,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25556.2657,0.3415,0.1706,0.1709,26.1352,0.2249,0.2249,0.0000,43.5365,15.3914,20.5687,25556.2657,17.1764,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25556.6072,28.6227,28.3742,0.2485,26.0186,32.5674,32.5585,0.0089,58.5864,17.5263,-15.0499,25556.6072,0.0004,75.0225,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25585.2299,0.3078,0.1570,0.1508,29.9633,0.1518,0.1471,0.0047,47.4900,16.5991,11.0964,25585.2299,17.3749,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25585.5377,37.6336,37.3732,0.2604,29.8073,33.4954,33.4852,0.0102,63.7813,16.5925,-16.2913,25585.5377,0.4786,59.3645,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25623.1713,0.3229,0.1715,0.1514,25.6691,0.1454,0.1396,0.0058,42.7402,16.8929,21.0411,25623.1713,16.9257,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25623.4942,30.5369,30.2832,0.2537,25.4916,32.8623,32.8449,0.0174,59.3102,16.1892,-16.5700,25623.4942,0.9563,70.8309,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25654.0311,0.3230,0.1689,0.1541,27.8170,0.2004,0.1988,0.0016,44.9625,16.6393,14.3477,25654.0311,16.9451,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25654.3541,34.0923,33.8437,0.2486,27.6944,32.7706,32.7534,0.0172,61.2788,16.3671,-16.3163,25654.3541,0.8138,67.8464,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25688.4464,0.3114,0.1556,0.1558,26.3727,0.2025,0.2008,0.0017,43.5536,17.5264,17.7252,25688.4464,16.9784,NA,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25688.7578,34.3027,34.0170,0.2857,26.2638,33.9072,33.8948,0.0124,60.7686,16.5584,-17.2150,25688.7578,0.5976,70.9685,NA
SandFall-Win64-Shipping.exe,31024,0x13F96A7D0D0,DXGI,0,512,1,Hardware: Independent Flip,25723.0605,0.3655,0.1918,0.1737,25.8683,0.2229,0.2206,0.0023,43.0243,19.7250,17.7443,25723.0605,16.9331,NA,NA
