Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,CPUStartTime,FrameTime,CPUBusy,CPUWait,GPULatency,GPUTime,GPUBusy,GPUWait,DisplayLatency,DisplayedTime,AnimationError,AnimationTime,MsFlipDelay,AllInputToPhotonLatency,ClickToPhotonLatency
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,994.4692,0.3292,0.1711,0.1581,21.2959,0.1227,0.1211,0.0016,33.1791,11.4336,11.0717,994.4692,11.7605,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,994.7984,27.0939,26.8355,0.2584,21.0894,23.1933,23.1867,0.0066,44.2835,11.6250,-11.1044,994.7984,0.0008,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1021.8923,0.3771,0.2020,0.1751,17.1888,0.1154,0.1136,0.0018,28.8146,11.3402,15.4689,1021.8923,11.5104,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1022.2694,24.3028,23.9938,0.3090,16.9271,22.8495,22.8434,0.0061,39.7777,11.5222,-10.9631,1022.2694,0.0011,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1046.5722,0.4438,0.2379,0.2059,15.4738,0.1397,0.1397,0.0000,26.9971,12.4319,12.7806,1046.5722,11.3836,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1047.0160,19.7659,19.4559,0.3100,15.1697,23.7699,23.7613,0.0086,38.9852,11.8999,-11.9881,1047.0160,0.0456,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1066.7819,0.3097,0.1551,0.1546,19.1737,0.1716,0.1698,0.0018,31.1192,10.7781,7.8660,1066.7819,11.7739,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1067.0916,22.1775,21.9149,0.2626,19.0356,22.5508,22.5393,0.0115,41.5876,11.4963,-10.4684,1067.0916,0.0012,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1089.2691,0.3809,0.1747,0.2062,19.4089,0.1167,0.1144,0.0023,30.9064,11.2383,10.6812,1089.2691,11.3808,NA,NA
SandFall-Win64-Shipping.exe,19588,0x2EC4BC3AB90,DXGI,0,512,1,Hardware: Independent Flip,1089.6500,23.8813,23.5621,0.3192,19.1447,22.4589,22.4457,0.0132,41.7638,11.1372,-10.8574,1089.6500,0.1602,NA,NA
