Application,ProcessID,SwapChainAddress,PresentRuntime,SyncInterval,PresentFlags,AllowsTearing,PresentMode,TimeInMs,MsBetweenSimulationStart,MsBetweenPresents,MsBetweenDisplayChange,MsInPresentAPI,MsRenderPresentLatency,MsUntilDisplayed,CPUStartTimeInMs,MsBetweenAppStart,MsCPUBusy,MsCPUWait,MsGPULatency,MsGPUTime,MsGPUBusy,MsGPUWait,MsAnimationError,AnimationTime,MsFlipDelay,MsAllInputToPhotonLatency,MsClickToPhotonLatency
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,577.2832,NA,16.74720000000000,16.64650000000000,13.87030000000000,25.06510000000000,25.1066,574.4904,16.6631,2.7928,13.8703,11.2103,16.6476,2.5416,14.1060,0.0222,574.4904,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,593.9258,NA,16.64260000000000,16.80680000000000,13.91020000000000,25.12950000000000,25.2708,591.1535,16.6825,2.7723,13.9102,11.1948,16.7070,2.6513,14.0557,-0.1437,591.1535,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,610.5557,NA,16.62990000000000,16.45960000000000,13.93020000000000,25.06450000000000,25.1005,607.8360,16.6499,2.7197,13.9302,11.2193,16.5649,2.5891,13.9758,0.2229,607.8360,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,627.3359,NA,16.78020000000000,16.61740000000000,13.81490000000000,24.90180000000000,24.9377,624.4859,16.6649,2.8500,13.8149,11.1343,16.6175,2.5605,14.0570,0.0325,624.4859,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,643.7621,NA,16.42620000000000,16.57880000000000,14.06660000000000,25.05490000000000,25.0903,641.1508,16.6779,2.6113,14.0666,11.0869,16.5793,2.5189,14.0604,0.0861,641.1508,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,660.5543,NA,16.79220000000000,17.00810000000000,13.93990000000000,25.27060000000000,25.3062,657.8287,16.6655,2.7256,13.9399,10.9883,17.0079,2.5338,14.4741,-0.3302,657.8287,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,677.4794,NA,16.92510000000000,16.84070000000000,13.67130000000000,24.97880000000000,25.2218,674.4942,16.6565,2.9852,13.6713,11.3307,16.6333,2.5162,14.1171,-0.1752,674.4942,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,693.8710,NA,16.39160000000000,16.52200000000000,13.94800000000000,25.31510000000000,25.3522,691.1507,16.6683,2.7203,13.9480,11.3075,16.7279,2.5773,14.1506,0.1345,691.1507,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,710.5355,NA,16.66450000000000,16.56850000000000,13.94930000000000,25.13860000000000,25.2562,707.8190,16.6658,2.7165,13.9493,11.3671,16.4880,2.5842,13.9038,0.0998,707.8190,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,727.0855,NA,16.55000000000000,16.46990000000000,14.06360000000000,25.16720000000000,25.1761,724.4848,16.6643,2.6007,14.0636,11.1893,16.5786,2.5148,14.0638,0.1959,724.4848,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,743.6296,NA,16.54410000000000,16.62660000000000,14.18810000000000,25.19300000000000,25.2586,741.1491,16.6686,2.4805,14.1881,11.1036,16.5699,2.4806,14.0893,0.0377,741.1491,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,760.4988,NA,16.86920000000000,16.50480000000000,13.98040000000000,24.85850000000000,24.8942,757.8177,16.6615,2.6811,13.9804,11.0049,16.5347,2.5026,14.0321,0.1638,757.8177,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,777.2208,NA,16.72200000000000,16.66170000000000,13.92840000000000,24.82380000000000,24.8339,774.4792,16.6700,2.7416,13.9284,10.8781,16.6873,2.5199,14.1674,-0.0002,774.4792,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,793.7289,NA,16.50810000000000,16.45970000000000,14.08670000000000,24.74910000000000,24.7855,791.1492,16.6664,2.5797,14.0867,10.8954,16.4334,2.4601,13.9733,0.2103,791.1492,NA,NA,NA
BioshockHD.exe,19556,0xA8A6B98,DXGI,0,0,1,Hardware Composed: Independent Flip,810.3401,NA,16.61120000000000,16.56860000000000,14.13800000000000,24.62390000000000,24.7429,807.8156,16.6625,2.5245,14.1380,10.6624,16.4860,2.4498,14.0362,0.0978,807.8156,NA,NA,NA
